Genetic_ID,Master_ID,Data_source,Group_ID,political_entity,epoch
I0359,I0359,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0361,I0361,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0422,I0422,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0423,I0423,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0424,I0424,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0430,I0430,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0431,I0431,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0360,I0360,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
I0421,I0421,1240K,Russia_Srubnaya,Russia,Chalcolithic (Copper Age) (C)
kzb005_noUDG.SG,kzb005,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb001_noUDG.SG,kzb001,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb002.SG,kzb002,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb003_noUDG.SG,kzb003,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb006_noUDG.SG,kzb006,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb007_noUDG.SG,kzb007,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb008_noUDG.SG,kzb008,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
kzb009_noUDG.SG,kzb009,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
mur001_noUDG.SG,mur001,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
mur002_noUDG.SG,mur002,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
mur003_noUDG.SG,mur003,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
mur004_noUDG.SG,mur004,Shotgun,Russia_Srubnaya_Alakul.SG,Russia,Chalcolithic (Copper Age) (C)
I0233,I0233,1240K,Russia_Srubnaya_Scythian_Sarmatian_possible,Russia,Chalcolithic (Copper Age) (C)
MK3003,MK3003,1240K,Russia_Steppe_Catacomb,Russia,Late Neolithic (LN)
RK4001,RK4001,1240K,Russia_Steppe_Catacomb,Russia,Chalcolithic (Copper Age) (C)
RK4002,RK4002,1240K,Russia_Steppe_Catacomb,Russia,Late Neolithic (LN)
SA6003,SA6003,1240K,Russia_Steppe_Catacomb,Russia,Chalcolithic (Copper Age) (C)
PG2001,PG2001,1240K,Russia_Steppe_Eneolithic,Russia,Early Neolithic (EN)
PG2004,PG2004,1240K,Russia_Steppe_Eneolithic,Russia,Early Neolithic (EN)
VJ1001,VJ1001,1240K,Russia_Steppe_Eneolithic,Russia,Early Neolithic (EN)
NV3001,NV3001,1240K,Russia_Steppe_Lola,Russia,Chalcolithic (Copper Age) (C)
AY2003,AY2003,1240K,Russia_Steppe_Maikop,Russia,Middle Neolithic (MN)
SA6001,SA6001,1240K,Russia_Steppe_Maikop,Russia,Middle Neolithic (MN)
SA6004,SA6004,1240K,Russia_Steppe_Maikop,Russia,Middle Neolithic (MN)
Sunghir6_noUDG.SG,Sunghir6,Shotgun,Russia_Sunghir_Medieval.SG,Russia,High Middle Ages (HMA)
Sunghir1_noUDG.SG,Sunghir1,Shotgun,Russia_Sunghir.SG,Russia,Paleolithic
Sunghir2_noUDG.SG,Sunghir2,Shotgun,Russia_Sunghir.SG,Russia,Paleolithic
Sunghir3_noUDG.SG,Sunghir3,Shotgun,Russia_Sunghir.SG,Russia,Paleolithic
Sunghir4_noUDG.SG,Sunghir4,Shotgun,Russia_Sunghir.SG,Russia,Paleolithic
DA2_noUDG.SG,DA2,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA3_noUDG.SG,DA3,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA4_noUDG.SG,DA4,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA5_noUDG.SG,DA5,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA6_noUDG.SG,DA6,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA7_noUDG.SG,DA7,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA8_noUDG.SG,DA8,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
DA9_noUDG.SG,DA9,Shotgun,Russia_Tagar.SG,Russia,Early Iron Age (EIA)
I0576,I0576,1240K,Russia_Tuva_IA_AldyBel,Russia,Early Iron Age (EIA)
I0577,I0577,1240K,Russia_Tuva_IA_AldyBel,Russia,Early Iron Age (EIA)
BOL001_noUDG.SG,BOL001,Shotgun,Russia_Tver_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
BOL002_noUDG.SG,BOL002,Shotgun,Russia_Tver_Fatyanovo_BA.SG,Russia,Chalcolithic (Copper Age) (C)
BOL003_noUDG.SG,BOL003,Shotgun,Russia_Tver_Fatyanovo_BA.SG,Russia,Chalcolithic (Copper Age) (C)
I1960,I1960,1240K,Russia_Tyumen_HG,Russia,Mesolithic
NEO234_noUDG.SG,NEO234,Shotgun,Russia_Uelen_IA.SG,Russia,Early Iron Age (EIA)
I1524,I1524,1240K,Russia_Uelen_OldBeringSea,Russia,High Middle Ages (HMA)
I1525,I1525,1240K,Russia_Uelen_OldBeringSea,Russia,Classical Antiquity (CA)
I7757,I7757,1240K,Russia_Uelen_OldBeringSea,Russia,High Middle Ages (HMA)
I8294,I8294,1240K,Russia_Uelen_OldBeringSea,Russia,High Middle Ages (HMA)
I0574,I0574,1240K,Russia_Ural_EarlySarmatian,Russia,Late Iron Age (LIA)
I0575,I0575,1240K,Russia_Ural_EarlySarmatian,Russia,Late Iron Age (LIA)
Ust_Ishim.DG,Ust_Ishim,Shotgun.diploid,Russia_Ust_Ishim_HG.DG,Russia,Paleolithic
UstIshim_snpAD.DG,Ust_Ishim,Shotgun.diploid,Russia_Ust_Ishim.DG,Russia,Paleolithic
I1526,I1526,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I7335,I7335,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I7759,I7759,1240K,Russia_UstBelaya_Angara,Russia,Mesolithic
I7779,I7779,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I7780,I7780,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I7782,I7782,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I8296,I8296,1240K,Russia_UstBelaya_Angara,Russia,Late Neolithic (LN)
I8298,I8298,1240K,Russia_UstBelaya_Angara,Russia,Middle Neolithic (MN)
NEO298_noUDG.SG,I7782,Shotgun,Russia_UstBelaya_Angara.SG,Russia,Late Neolithic (LN)
I7781,I7781,1240K,Russia_UstBelaya_Angara_Medieval,Russia,Late Middle Ages (LMA)
NEO231_noUDG.SG,I8296,Shotgun,Russia_UstBelaya_Angara.SG,Russia,Late Neolithic (LN)
NEO232_noUDG.SG,NEO232,Shotgun,Russia_UstBelaya_Angara.SG,Russia,Late Neolithic (LN)
NEO230_noUDG.SG,NEO230,Shotgun,Russia_UstBelaya_EBA.SG,Russia,Late Neolithic (LN)
NEO299_noUDG.SG,NEO299,Shotgun,Russia_UstBelaya_MED.SG,Russia,Late Middle Ages (LMA)
DA343_noUDG.SG,DA343,Shotgun,Russia_UstIda_EBA.SG,Russia,Late Neolithic (LN)
DA353_noUDG.SG,DA353,Shotgun,Russia_UstIda_EBA.SG,Russia,Chalcolithic (Copper Age) (C)
DA356_noUDG.SG,DA356,Shotgun,Russia_UstIda_EBA.SG,Russia,Chalcolithic (Copper Age) (C)
DA361_noUDG.SG,DA361,Shotgun,Russia_UstIda_EBA.SG,Russia,Chalcolithic (Copper Age) (C)
DA342_noUDG.SG,DA342,Shotgun,Russia_UstIda_LN.SG,Russia,Middle Neolithic (MN)
DA344_noUDG.SG,DA344,Shotgun,Russia_UstIda_LN.SG,Russia,Middle Neolithic (MN)
DA345_noUDG.SG,DA345,Shotgun,Russia_UstIda_LN.SG,Russia,Middle Neolithic (MN)
DA355_noUDG.SG,DA355,Shotgun,Russia_UstIda_LN.SG,Russia,Middle Neolithic (MN)
VK161_noUDG.SG,VK161,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK14_noUDG.SG,VK14,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK15_noUDG.SG,VK15,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK158_noUDG.SG,VK158,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK159_noUDG.SG,VK159,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK16_noUDG.SG,VK16,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK17_noUDG.SG,VK17,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK19_noUDG.SG,VK19,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK20_noUDG.SG,VK20,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK218_noUDG.SG,VK218,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK219_noUDG.SG,VK219,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK22_noUDG.SG,VK22,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK220_noUDG.SG,VK220,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK221_noUDG.SG,VK221,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK223_noUDG.SG,VK223,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK224_noUDG.SG,VK224,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK23_noUDG.SG,VK23,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK254_noUDG.SG,VK254,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK255_noUDG.SG,VK255,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK272_noUDG.SG,VK272,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK273_noUDG.SG,VK273,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
VK408_noUDG.SG,VK408,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK409_noUDG.SG,VK409,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK410_noUDG.SG,VK410,Shotgun,Russia_Viking.SG,Russia,High Middle Ages (HMA)
VK470_noUDG.SG,VK470,Shotgun,Russia_Viking.SG,Russia,Early Middle Ages (EMA)
KAR001_noUDG.SG,KAR001,Shotgun,Russia_Vologda_Veretye_Mesolithic.SG,Russia,Mesolithic
Yana_Young_noUDG.SG,Yana_young,Shotgun,Russia_Yana_Medieval.SG,Russia,High Middle Ages (HMA)
Yana_old_noUDG.SG,Yana1,Shotgun,Russia_Yana_UP.SG,Russia,Paleolithic
Yana_old2_noUDG.SG,Yana2,Shotgun,Russia_Yana_UP.SG,Russia,Paleolithic
NIK004_noUDG.SG,I1490,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NIK005_noUDG.SG,I7353,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NIK007_noUDG.SG,I7354,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NIK008AB_noUDG.SG,I7357,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
VOD001_noUDG.SG,I7662,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Chalcolithic (Copper Age) (C)
GOL001_noUDG.SG,GOL001,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Chalcolithic (Copper Age) (C)
HAL001_noUDG.SG,HAL001,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NAU001_noUDG.SG,NAU001,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NAU002_noUDG.SG,NAU002,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NIK002_noUDG.SG,NIK002,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
NIK003_noUDG.SG,NIK003,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Chalcolithic (Copper Age) (C)
VOR004_noUDG.SG,VOR004,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
VOR005_noUDG.SG,VOR005,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
VORONKOVO003_noUDG.SG,VOR003,Shotgun,Russia_Yaroslavl_Fatyanovo_BA.SG,Russia,Late Neolithic (LN)
BER001_noUDG.SG,BER001,Shotgun,Russia_Yaroslavl_VolosovoLyalovo_N.SG,Russia,Early Neolithic (EN)
I5367,I5367,1240K,Scotland_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
I5385,I5385,1240K,Scotland_BellBeaker,United Kingdom,Chalcolithic (Copper Age) (C)
KD001.SG,KD001,Shotgun,Scotland_BlackIsle_IA.SG,United Kingdom,Early Middle Ages (EMA)
I2567,I2567,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2569,I2569,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2569_enhanced,I2569,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2981,I2981,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I3132,I3132,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I5516,I5516,1240K,Scotland_C_EBA,United Kingdom,Chalcolithic (Copper Age) (C)
I16448,I16448,1240k,Scotland_C_EBA_highEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I2568,I2568,1240K,Scotland_C_EBA_mediumhighEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I5515,I5515,1240K,Scotland_C_EBA_oEEF,United Kingdom,Chalcolithic (Copper Age) (C)
I16498,I16498,1240K,Scotland_EIA,United Kingdom,Late Iron Age (LIA)
I2692,I2692,1240K,Scotland_EIA,United Kingdom,Late Iron Age (LIA)
I16504,I16504,1240K,Scotland_IA,United Kingdom,Classical Antiquity (CA)
I2859,I2859,1240K,Scotland_LBA,United Kingdom,Early Iron Age (EIA)
I2860,I2860,1240K,Scotland_LBA,United Kingdom,Early Iron Age (EIA)
I2861,I2861,1240K,Scotland_LBA,United Kingdom,Early Iron Age (EIA)
I3130,I3130,1240K,Scotland_LBA,United Kingdom,Early Iron Age (EIA)
I16413,I16413,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I16418,I16418,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I16495,I16495,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I2693,I2693,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I27384,I27384,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I27385,I27385,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I2799,I2799,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I2824,I2824,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I3566,I3566,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I3567,I3567,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I3568,I3568,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I5474,I5474,1240K,Scotland_LIA,United Kingdom,Classical Antiquity (CA)
I2573,I2573,1240K,Scotland_MBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2653,I2653,1240K,Scotland_MBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2654,I2654,1240K,Scotland_MBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2655,I2655,1240K,Scotland_MBA,United Kingdom,Chalcolithic (Copper Age) (C)
I2656,I2656,1240K,Scotland_MBA,United Kingdom,Early Iron Age (EIA)
I2656_d,I2656,1240K,Scotland_MBA,United Kingdom,Early Iron Age (EIA)
bal004_noUDG.SG,bal004,Shotgun,Scotland_Megalithic.SG,United Kingdom,Middle Neolithic (MN)
lai001_noUDG.SG,lai001,Shotgun,Scotland_Megalithic.SG,United Kingdom,Middle Neolithic (MN)
mid001_noUDG.SG,mid001,Shotgun,Scotland_Megalithic.SG,United Kingdom,Middle Neolithic (MN)
mid002_noUDG.SG,mid002,Shotgun,Scotland_Megalithic.SG,United Kingdom,Middle Neolithic (MN)
I3065_noUDG.SG,I3065,Shotgun,Scotland_Mesolithic_noUDG.SG,United Kingdom,Early Neolithic (EN)
SB514B2_lib.SG,I3065,Shotgun,Scotland_Mesolithic.SG,United Kingdom,Early Neolithic (EN)
I2982,I2982,1240K,Scotland_MIA,United Kingdom,Late Iron Age (LIA)
I2983,I2983,1240K,Scotland_MIA,United Kingdom,Late Iron Age (LIA)
I16422,I16422,1240K,Scotland_MIA_LIA,United Kingdom,Late Iron Age (LIA)
I16499,I16499,1240K,Scotland_MIA_LIA,United Kingdom,Classical Antiquity (CA)
I2694,I2694,1240K,Scotland_MIA_LIA,United Kingdom,Late Iron Age (LIA)
I2695,I2695,1240K,Scotland_MIA_LIA,United Kingdom,Late Iron Age (LIA)
I2696,I2696,1240K,Scotland_MIA_LIA,United Kingdom,Late Iron Age (LIA)
I16416,I16416,1240K,Scotland_MIA_LIA,United Kingdom,Classical Antiquity (CA)
I16503,I16503,1240K,Scotland_MIA_LIA,United Kingdom,Late Iron Age (LIA)
I19286,I19286,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2629,I2629,1240K,Scotland_N,United Kingdom,Late Neolithic (LN)
I2629_enhanced,I2629,1240K,Scotland_N,United Kingdom,Late Neolithic (LN)
I2630,I2630,1240K,Scotland_N,United Kingdom,Late Neolithic (LN)
I2631,I2631,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2633,I2633,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2634,I2634,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2635,I2635,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2636,I2636,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2637,I2637,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2650,I2650,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2651,I2651,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2657,I2657,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2659,I2659,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2796,I2796,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2796_enhanced,I2796,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2932,I2932,1240K,Scotland_N,United Kingdom,Chalcolithic (Copper Age) (C)
I2933,I2933,1240K,Scotland_N,United Kingdom,Late Neolithic (LN)
I2934,I2934,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2935,I2935,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2977,I2977,1240K,Scotland_N,United Kingdom,Late Neolithic (LN)
I2978,I2978,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2979,I2979,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2980,I2980,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2988,I2988,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3085,I3085,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3133,I3133,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3134,I3134,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3136,I3136,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3137,I3137,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3137_enhanced,I3137,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I3138,I3138,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I5370,I5370,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I5371,I5371,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I6764,I6764,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I6766,I6766,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I7554,I7554,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I2658,I2658,1240K,Scotland_N,United Kingdom,Middle Neolithic (MN)
I12312,I12312,1240K,Scotland_N_lowEEF,United Kingdom,Middle Neolithic (MN)
I12314,I12314,1240K,Scotland_N_lowEEF,United Kingdom,Middle Neolithic (MN)
I3041,I3041,1240K,Scotland_N_lowEEF,United Kingdom,Middle Neolithic (MN)
I3135,I3135,1240K,Scotland_N_lowEEF,United Kingdom,Middle Neolithic (MN)
I3139_d,I3139,1240K,Scotland_N_lowEEF,United Kingdom,Middle Neolithic (MN)
I3041_noUDG.SG,I3041,Shotgun,Scotland_N_lowEEF_noUDG.SG,United Kingdom,Middle Neolithic (MN)
I3041.SG,I3041,Shotgun,Scotland_N_lowEEF.SG,United Kingdom,Middle Neolithic (MN)
I12317,I12317,1240K,Scotland_N_mediumlowEEF,United Kingdom,Middle Neolithic (MN)
I2660,I2660,1240K,Scotland_N_mediumlowEEF,United Kingdom,Middle Neolithic (MN)
I2691,I2691,1240K,Scotland_N_mediumlowEEF,United Kingdom,Middle Neolithic (MN)
I6764.SG,I6764,Shotgun,Scotland_N.SG,United Kingdom,Middle Neolithic (MN)
I6766.SG,I6766,Shotgun,Scotland_N.SG,United Kingdom,Middle Neolithic (MN)
SB527A_lib.SG,I5370,Shotgun,Scotland_N.SG,United Kingdom,Middle Neolithic (MN)
SB528A_lib.SG,I5371,Shotgun,Scotland_N.SG,United Kingdom,Middle Neolithic (MN)
KD004.SG,KD004,Shotgun,Scotland_Orkney_IA.SG,United Kingdom,Classical Antiquity (CA)
KD042.SG,KD042,Shotgun,Scotland_Orkney_IA.SG,United Kingdom,Classical Antiquity (CA)
KD043.SG,KD043,Shotgun,Scotland_Orkney_IA.SG,United Kingdom,Classical Antiquity (CA)
KD006.SG,KD006,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD044.SG,KD044,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD045.SG,KD045,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD047.SG,KD047,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD049.SG,KD049,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD050_65.SG,KD050_65,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD055.SG,KD055,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD057.SG,KD057,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD058.SG,KD058,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD059.SG,KD059,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD060.SG,KD060,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD061.SG,KD061,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD062.SG,KD062,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD063.SG,KD063,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD064.SG,KD064,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD067.SG,KD067,Shotgun,Scotland_Orkney_MBA.SG,United Kingdom,Chalcolithic (Copper Age) (C)
KD073.SG,KD073,Shotgun,Scotland_Shetland_IA.SG,United Kingdom,Classical Antiquity (CA)
KD005.SG,KD005,Shotgun,Scotland_Skye_IA.SG,United Kingdom,Classical Antiquity (CA)
KD026.SG,KD026,Shotgun,Scotland_Skye_N.SG,United Kingdom,Middle Neolithic (MN)
VK202_noUDG.SG,I2984,Shotgun,Scotland_Viking.SG,United Kingdom,Early Middle Ages (EMA)
VK203_noUDG.SG,VK203,Shotgun,Scotland_Viking.SG,United Kingdom,Classical Antiquity (CA)
VK204_noUDG.SG,VK204,Shotgun,Scotland_Viking.SG,United Kingdom,Early Middle Ages (EMA)
VK207_noUDG.SG,VK207,Shotgun,Scotland_Viking.SG,United Kingdom,High Middle Ages (HMA)
VK208_noUDG.SG,VK208,Shotgun,Scotland_Viking.SG,United Kingdom,Early Middle Ages (EMA)
I17912,I17912,1240K,Serbia_BA_Maros,Serbia,Chalcolithic (Copper Age) (C)
I17913,I17913,1240K,Serbia_BA_Maros,Serbia,Chalcolithic (Copper Age) (C)
I23209,I23209,1240K,Serbia_BA_Maros,Serbia,Chalcolithic (Copper Age) (C)
I23210,I23210,1240K,Serbia_BA_Maros,Serbia,Chalcolithic (Copper Age) (C)
I23211,I23211,1240K,Serbia_BA_Maros,Serbia,Chalcolithic (Copper Age) (C)
I16813,I16813,1240K,Serbia_BA_o,Serbia,Chalcolithic (Copper Age) (C)
R6681.SG,R6681,Shotgun,Serbia_Beska_Severi_ValentianValen_possible.SG,Serbia,Classical Antiquity (CA)
R6688.SG,R6688,Shotgun,Serbia_Beska_Severi_ValentianValen_possible.SG,Serbia,Classical Antiquity (CA)
I17914,I17914,1240K,Serbia_C_BA_Tiszapolgar_Bodrogkerestur,Serbia,Early Neolithic (EN)
I17915,I17915,1240K,Serbia_C_BA_Tiszapolgar_Bodrogkerestur,Serbia,Early Neolithic (EN)
I11446,I11446,1240K,Serbia_EBA_Yamnaya,Serbia,Middle Neolithic (MN)
I0633_noUDG,I0633,1240K,Serbia_EN,Serbia,Mesolithic
I0634_noUDG,I0634,1240K,Serbia_EN,Serbia,Early Neolithic (EN)
I1131,I1131,1240K,Serbia_EN,Serbia,Early Neolithic (EN)
I4918,I4918,1240K,Serbia_EN_Starcevo,Serbia,Mesolithic
STAR1.SG,STAR1,Shotgun,Serbia_GradStarcevo_Starcevo_EN.SG,Serbia,Mesolithic
I5243,I5243,1240K,Serbia_IronGates_MBA,Serbia,Chalcolithic (Copper Age) (C)
I4657,I4657,1240K,Serbia_IronGates_Mesolithic,Serbia,Mesolithic
I4660,I4660,1240K,Serbia_IronGates_Mesolithic,Serbia,Mesolithic
I4870,I4870,1240K,Serbia_IronGates_Mesolithic,Serbia,Mesolithic
I4871,I4871,1240K,Serbia_IronGates_Mesolithic,Serbia,Mesolithic
I4872,I4872,1240K,Serbia_IronGates_Mesolithic,Serbia,Mesolithic
